Refludan|Lepirudin
Comtrex Maximum Strength Cold and Cough Non-Drowsy|Acetaminophen
Conrx Allergy Sinus|Acetaminophen
Conrx Allergy Sinus Multi-Symptoms|Acetaminophen
Conrx Cold|Acetaminophen
Conrx Daytime|Acetaminophen
Conrx Extra Strength|Acetaminophen
Conrx Pain Reliever Sinus Headache|Acetaminophen
Conrx Pm|Acetaminophen
Conrx Sinus|Acetaminophen
Contac Cold|Acetaminophen
Contac Cold & Sinus Extra Strength|Acetaminophen
Contac Cold & Sinus Hot Medicated Drink|Acetaminophen
Contac Cold and Fever Caplets|Acetaminophen
Contac Cold and Flu Day|Acetaminophen
Contac Cold and Flu Maximum Strength|Acetaminophen
Contac Cold and Flu Night|Acetaminophen
Contac Cold and Sore Throat Caplets|Acetaminophen
Contac Cold Chest Congestion|Acetaminophen
Contac Cold Nasal Congestion|Acetaminophen
Contac Cold Nasal Congestion-nighttime|Acetaminophen
Contac Cold Nasal Congestion-non Drowsy Regular Strength|Acetaminophen
Contac Complete Cough, Cold & Flu Syrup|Acetaminophen
Contac Cough  Cold and Flu Caplets|Acetaminophen
Contac Cough and Sore Throat Syrup|Acetaminophen
Contac Night Caplets|Acetaminophen
Contac Night Cough Syrup|Acetaminophen
Contac-c Ext.stren.night Time Cough,cold&flu|Acetaminophen
Copanto|Acetaminophen
Coricidin Cold & Flu|Acetaminophen
Coricidin Cold & Flu Extra Strength|Acetaminophen
Coricidin Hbp Cold and Flu|Acetaminophen
Coricidin Hbp Maximum Strength Flu|Acetaminophen
Coricidin Sinus Headache Tab|Acetaminophen
Cough|Acetaminophen
Cough and Cold Medication Menthol Flavour|Acetaminophen
Cough and Cold XL3 Xtra|Acetaminophen
Cough and Flu Syrup|Acetaminophen
Cough and Sinus Pe Pressure, Pain and Cough Non-Drowsy|Acetaminophen
Cough and Sore Throat childrens|Acetaminophen
Cough and Sore Throat childrens pain relief|Acetaminophen
Cough and Sore Throat Childrens Plus|Acetaminophen
Cough and Sore Throat daytime|Acetaminophen
Cough and Sore Throat Daytime|Acetaminophen
Cough and Sore Throat non drowsy|Acetaminophen
Cough Cold and Sore Throat Childrens|Acetaminophen
Cough Syrup DM Decongestant and Expectorant With Acetaminophen|Acetaminophen
Cough Syrup DM Decongestant and Expectorant With Acetaminophen Extra Strength|Acetaminophen
Cough Syrup DM-d-e With Acetaminophen|Acetaminophen
Cough Syrup DM-d-e With Acetaminophen Extra Strength|Acetaminophen
Cough, Cold & Flu Super Strength|Acetaminophen
Cough, Cold and Flu Daytime Caplets|Acetaminophen
Cough, Cold and Flu Nightime Caplets|Acetaminophen
Cough, Cold and Flu Relief Complete Night Super Strength|Acetaminophen
Cough, Cold and Flu Relief Day Super Strength|Acetaminophen
Counteract Acetaminophen E-s|Acetaminophen
Counteract Childrens Pain Reliever|Acetaminophen
Counteract Day|Acetaminophen
Counteract Kids Acetaminophen|Acetaminophen
Counteract Night|Acetaminophen
Counteract Pain|Acetaminophen
Counteract PM|Acetaminophen
Counteract Sinus and Allergy|Acetaminophen
Cvs Cough and Severe Cold Night Time honey lemon infused with chamomile and white tea flavors|Acetaminophen
Cvs Day Time Cough and Severe Cold berry infused with menthol and green tea flavors|Acetaminophen
Cvs Effervescent Pain Relief PM|Acetaminophen
Cvs Pharmacy Daytime Severe Cough and Cold Berry infused with Menthol and Green Tea flavors|Acetaminophen
Cvs Pharmacy Nighttime Severe Cough and Cold honey lemon infused with chamomile and white tea flavors|Acetaminophen
D - Time|Acetaminophen
D Time Sinus|Acetaminophen
Day Relief Cold and Flu Liquid Capsules|Acetaminophen
Day Relief Pe|Acetaminophen
Day Relief Sinus Pe|Acetaminophen
Day Time|Acetaminophen
Day Time cold and flu|Acetaminophen
Day Time Cold and Flu|Acetaminophen
Day Time Cold and Flu Multi-Symptom Relief|Acetaminophen
Day Time Cold and Flu non drowsy|Acetaminophen
Day Time Cold and Flu Non Drowsy ReadyInCase|Acetaminophen
Day Time Cold and Flu Relief|Acetaminophen
Day Time Cold and Flue Non drowsy|Acetaminophen
Day Time Cold Flu Relief|Acetaminophen
Day Time Cold Head Congestion Severe|Acetaminophen
Day Time Cold Multi-symptom|Acetaminophen
Day Time Cold Multi-symptom Cool Blast|Acetaminophen
Day Time Cold Non Drowsy Cold and Flu Relief|Acetaminophen
Day Time Cold/flu Relief|Acetaminophen
Day Time Gelcap|Acetaminophen
Day Time Liquid Caps|Acetaminophen
Day Time Multi Symptom Relief|Acetaminophen
Day Time Multi-Symptom Flu Cold Medicine|Acetaminophen
Day Time non drowsy|Acetaminophen
Day Time Pe cold and flu relief|Acetaminophen
Day Time Relief|Acetaminophen
Day Time Relief Extra Strength|Acetaminophen
Day Time Severe|Acetaminophen
Day Time Sinus|Acetaminophen
Day Time Sinus Pain Reliever, Nasal Decongestant|Acetaminophen
Day Time Softgels|Acetaminophen
Day Time with PE|Acetaminophen
Day Time With Pe|Acetaminophen
Day-time Cold and Flu|Acetaminophen
Day-time NON-DROWSY COLD/FLU RELIEF|Acetaminophen
Daycap Cold & Sinus Liquid Gels|Acetaminophen
Daycap Cold and Flu Liquid Gels|Acetaminophen
Daycap Sinus Liquid Gels|Acetaminophen
Dayquil Cold & Flu|Acetaminophen
Dayquil Cold and Flu|Acetaminophen
Dayquil D|Acetaminophen
Dayquil Liquicaps|Acetaminophen
Dayquil Liquicaps  -  Cap|Acetaminophen
Dayquil Medicine - Liq|Acetaminophen
Dayquil Severe Cold and Flu|Acetaminophen
Dayquil Sinus Liquicaps|Acetaminophen
Dayrelief Multi symptom|Acetaminophen
Dayrelief NON DROWSY MULTI SYMPTOM COLD FLU|Acetaminophen
Dayrelief Pe|Acetaminophen
Daytime|Acetaminophen
Daytime 325 Liqua Caps|Acetaminophen
Daytime Cold & Flu Liquid Capsules|Acetaminophen
Daytime Cold & Flu Relief|Acetaminophen
Daytime Cold and Flu|Acetaminophen
Daytime Cold and Flu Circle K|Acetaminophen
Daytime Cold and Flu Lil Drug Store Products|Acetaminophen
Daytime Cold and Flu Liquid Capsules|Acetaminophen
Daytime Cold and Flu Multi symptom relief|Acetaminophen
Daytime Cold and Flu Non drowsy|Acetaminophen
Daytime Cold and Flu Non Drowsy|Acetaminophen
Daytime Cold and Flu non drowsy|Acetaminophen
Daytime Cold and Flu relief|Acetaminophen
Daytime Cold and Flu Relief|Acetaminophen
Daytime cold and flu relief|Acetaminophen
Daytime Cold and Flu Relief Non Drowsy|Acetaminophen
Daytime Cold and Pain Relief|Acetaminophen
Daytime Cold Flu multi Symptom|Acetaminophen
Daytime Cold Flu Non-drowsy|Acetaminophen
Daytime Cold Flu Relief|Acetaminophen
Daytime Cold Medication Liquid Fastgels|Acetaminophen
Daytime Cold Relief Caplets|Acetaminophen
Daytime Cold Relief Extra Strength|Acetaminophen
Daytime Cold Relief Extra Strength Tablets|Acetaminophen
Daytime Cold Relief Extra Strength Tablets Pe|Acetaminophen
Daytime Cold Relief multi symptom|Acetaminophen
Daytime Cold/flu Medicine|Acetaminophen
Daytime Cold/flu Relief|Acetaminophen
Daytime Congestion and Pain Sinus Relief|Acetaminophen
Daytime Cough. Cold. Flu Gel Capsules|Acetaminophen
Daytime Flu and Severe|Acetaminophen
Daytime Flu Relief Extra Strength|Acetaminophen
Daytime Flu Relief Therapy|Acetaminophen
Daytime Liqua Caps|Acetaminophen
Daytime Liquid - Liq|Acetaminophen
Daytime Multi-symptom Cold Relief|Acetaminophen
Daytime Multi-Symptom Cold/Flu Relief|Acetaminophen
Daytime Multi-symptom Flu Cold Medicine|Acetaminophen
Daytime Multi-symptom Non-drowsy Cold and Flu|Acetaminophen
Daytime non drowsy|Acetaminophen
Daytime Non-Drowsy COLD/FLU|Acetaminophen
Daytime Pe|Acetaminophen
Daytime Pe non drowsy|Acetaminophen
Daytime Relief Severe Cold and Flu|Acetaminophen
Daytime Severe|Acetaminophen
Daytime Severe Cold and Cough Relief|Acetaminophen
Daytime Severe cold and flu|Acetaminophen
Daytime Severe Cold and Flu|Acetaminophen
Daytime Severe Cold and Flu Relief|Acetaminophen
Daytime Severe Cold and Flu Relief Maximum Strength|Acetaminophen
Daytime Severe Cold multi-symptom|Acetaminophen
Daytime Sinus|Acetaminophen
Daytime Sinus Congestion and Pain|Acetaminophen
Daytime Sinus Non Drowsy|Acetaminophen
Daytime Sinus Non-Drowsy|Acetaminophen
Daytime Sinus Relief|Acetaminophen
Daytime Sinus Relief Extra Strength Tablet|Acetaminophen
Daytime Sinus Relief Extra Strength Tablets|Acetaminophen
Daytime Sinus Relief Extra Strength Tablets Pe|Acetaminophen
Daytime Sinus Relief Non Drowsy|Acetaminophen
Daytime Symptom Relief Extra Strength for Symptoms Of Cold and Cough|Acetaminophen
Defensol D|Acetaminophen
Defensolito|Acetaminophen
Delsym Cough Plus Cold Day Time|Acetaminophen
Delsym Cough Plus Cold Night Time|Acetaminophen
Dg Health Allergy Multi Symptom|Acetaminophen
Dg Health Arthritis Pain Relief|Acetaminophen
Dg Health Childrens Pain and Fever|Acetaminophen
Dg Health Childrens Pain Relief|Acetaminophen
Dg Health Cold and Flu Relief|Acetaminophen
Dg Health Cold and Flu Relief Daytime|Acetaminophen
Dg Health Cold and Flu Severe|Acetaminophen
Dg Health Cold Head Congestion|Acetaminophen
Dg Health Cold Head Congestion Severe day time|Acetaminophen
Dg Health Cold Multi Symptom nite time|Acetaminophen
Dg Health Cold Multi Symptom severe|Acetaminophen
Dg Health Cold Plus Flu Relief|Acetaminophen
Dg Health Fast Acting Mucus Relief Severe Cold|Acetaminophen
Dg Health Fast Acting Mucus Relief Severe Congestion and Cold|Acetaminophen
Dg Health Flu and Severe Cold and Cough|Acetaminophen
Dg Health Headache Relief pm|Acetaminophen
Dg Health Infants Pain and Fever|Acetaminophen
Dg Health Mucus Relief|Acetaminophen
Dg Health Pain Relief|Acetaminophen
Dg Health Pain Relief childrens|Acetaminophen
Dg Health Pain Relief Pm|Acetaminophen
Dg Health Pain Relief Pm extra strength|Acetaminophen
Dg Health Pain Reliever|Acetaminophen
Dg Health Pain Reliever extra strength|Acetaminophen
Dg Health Sinus congestion and pain|Acetaminophen
Diabetic Tussin Nighttime Cold and Flu|Acetaminophen
Dilotab|Acetaminophen
Dilotab Ii|Acetaminophen
Dilotab II|Acetaminophen
Dimetapp Children's Cold & Fever|Acetaminophen
Dimetapp Cold & Sinus|Acetaminophen
Dimetapp Cough, Cold & Flu|Acetaminophen
Dimetapp Daytime Cold Caplets|Acetaminophen
Dimetapp Daytime Cold Extra Strength Caplets|Acetaminophen
Dimetapp Nighttime Cold Extra Strength Caplets|Acetaminophen
Dimetapp Nighttime Cold Tablets|Acetaminophen
Dimetapp Oral Infant Cold and Fever Drops|Acetaminophen
Direct Safety Aspirin Free|Acetaminophen
Direct Safety Extra Strength Aspirin Free|Acetaminophen
Dodd's Back-ease Muscle Spasm and Back Pain Relief|Acetaminophen
Dodd's Extra Strength Back-ease|Acetaminophen
Dolofin Infantil|Acetaminophen
Dom-acetaminophen Suppositories-120mg|Acetaminophen
Dom-acetaminophen Suppositories-325mg|Acetaminophen
Double Strength Children Tempra Caplets 160mg|Acetaminophen
Double Strength Children Tempra Tab 160mg|Acetaminophen
Douleurs Musculaires Et Les Courbatures Extra Fort/muscle and Back Pain Relief Extra Strength|Acetaminophen
Dover Aminophen|Acetaminophen
Dover Coldonyl|Acetaminophen
Dristan Cold Multisymptom|Acetaminophen
Dristan Extra Strength Caplets|Acetaminophen
Dristan Nd Caplets|Acetaminophen
Dristan Non-drowsy Extra Strength Caplet|Acetaminophen
Dristan Tablets|Acetaminophen
Duraflu|Acetaminophen
Dye Free Pain and Fever Childrens|Acetaminophen
Dye Free Pain Reliever Childrens|Acetaminophen
Dye-free Childrens Acetaminophen Grape|Acetaminophen
Ed Apap|Acetaminophen
Empracet-30|Acetaminophen
Empracet-60|Acetaminophen
Endocet|Acetaminophen
Ephed Plus Sinus|Acetaminophen
Equaline Acetaminophen infants|Acetaminophen
Equaline Arthritis|Acetaminophen
Equaline Childrens Acetaminophen|Acetaminophen
Equaline Childrens Cold|Acetaminophen
Equaline Childrens Pain and Fever|Acetaminophen
Equaline Daytime Cold and Flu Relief|Acetaminophen
Equaline Daytime Cold multi symptom|Acetaminophen
Equaline Daytime Severe Cold and Flu Relief|Acetaminophen
Equaline Flu and Severe Cold and Cough|Acetaminophen
Equaline Infants Acetaminophen|Acetaminophen
Equaline Infants Pain and Fever|Acetaminophen
Equaline Mucus Relief|Acetaminophen
Equaline Nighttime Cold multi symptom|Acetaminophen
Equaline Pain Relief|Acetaminophen
Equaline Pain Relief childrens|Acetaminophen
Equaline Pain Relief concentrated|Acetaminophen
Equaline Pain Relief extra strength|Acetaminophen
Equaline Pain Relief infants concentrated|Acetaminophen
Equaline Pain Relief Pm|Acetaminophen
Equaline Pain Relief Pm extra strength|Acetaminophen
Equaline Sinus Congestion and Pain daytime|Acetaminophen
Equate Acetaminophen|Acetaminophen
Equate Arthritis Pain|Acetaminophen
Equate Childrens Acetaminophen|Acetaminophen
Equate Childrens Pain and Fever|Acetaminophen
Equate Day Time cold and flu multi symptom relief|Acetaminophen
Equate Daytime|Acetaminophen
Equate Daytime cold and flu|Acetaminophen
Equate Daytime Liquid Capsules|Acetaminophen
Equate Daytime Severe|Acetaminophen
Equate Flu and Severe Cold and Cough|Acetaminophen
Equate Pain and Fever|Acetaminophen
Equate Pain and Fever infants|Acetaminophen
Equate Pain Reliever Extra Strength|Acetaminophen
Equate Sinus day time|Acetaminophen
Euro Acetaminophen|Acetaminophen
Excedrin BACK AND BODY|Acetaminophen
Extra Strength Acetaminohpen Adult Rapid Burst Cherry|Acetaminophen
Extra Strength Acetaminophen|Acetaminophen
Extra Strength Acetaminophen 500 mg|Acetaminophen
Extra Strength Acetaminophen 500 Mg Caplets|Acetaminophen
Extra Strength Acetaminophen 500 Mg Gelcaps|Acetaminophen
Extra Strength Acetaminophen 500mg Easy To Swallow Tablets|Acetaminophen
Extra Strength Acetaminophen Caplets|Acetaminophen
Extra Strength Acetaminophen Gelcaps|Acetaminophen
Extra Strength Acetaminophen Orally Disintegrating Tablets|Acetaminophen
Extra Strength Acetaminophen Pm|Acetaminophen
Extra Strength Acetaminophen Quick Release Gelcaps|Acetaminophen
Extra Strength Acetaminophen Tablets|Acetaminophen
Extra Strength Acetaminophen Tablets 500 mg|Acetaminophen
Extra Strength Acetaminophen Tablets 500mg|Acetaminophen
Extra Strength Allergy and Sinus Relief|Acetaminophen
Extra Strength Allergy Plus Sinus Relief|Acetaminophen
Extra Strength Allergy Sinus Medication|Acetaminophen
Extra Strength Allergy Total|Acetaminophen
Extra Strength Aspirin Free Pain Relief|Acetaminophen
Extra Strength Back Pain|Acetaminophen
Extra Strength Body Pain Night|Acetaminophen
Extra Strength Caplets Bromaphen|Acetaminophen
Extra Strength Cold Medication Day Time Relief|Acetaminophen
Extra Strength Cold Medication Daytime Relief|Acetaminophen
Extra Strength Cold Medication Daytime Rlf|Acetaminophen
Extra Strength Cold Medication Night Time Relief|Acetaminophen
Extra Strength Cold Medication Nighttime Relief|Acetaminophen
Extra Strength Cold Medication Nighttime Rlf|Acetaminophen
Extra Strength Contac Cold & Sinus Hot Medicated Drink|Acetaminophen
Extra Strength Contac Cold & Sore Throat|Acetaminophen
Extra Strength Contac Complete Cough, Cold & Flu|Acetaminophen
Extra Strength Daytime Cold Relief|Acetaminophen
Extra Strength Daytime Cold Relief Pe|Acetaminophen
Extra Strength Daytime Cold Relief-caplet|Acetaminophen
Extra Strength Daytime Flu Pe|Acetaminophen
Extra Strength Flu Relief Daytime|Acetaminophen
Extra Strength Flu Relief Nightime|Acetaminophen
Extra Strength Head Cold and Sinus|Acetaminophen
Extra Strength Mapap|Acetaminophen
Extra Strength Mapap Pm|Acetaminophen
Extra Strength Multi-symptom Relief Sugar Free|Acetaminophen
Extra Strength Muscle & Back Pain Relief|Acetaminophen
Extra Strength Neocitran Cold & Congestion|Acetaminophen
Extra Strength Neocitran Cold Syrup With Mucus Relief|Acetaminophen
Extra Strength Neocitran Flu Night|Acetaminophen
Extra Strength Neocitran Flu Syrup|Acetaminophen
Extra Strength Neocitran Total Night|Acetaminophen
Extra Strength Neocitran Total Symptom Relief - Sugar Free|Acetaminophen
Extra Strength Neocitran Total Syrup|Acetaminophen
Extra Strength Night Time Pain Medicine|Acetaminophen
Extra Strength Nighttime Cold Relief|Acetaminophen
Extra Strength Nighttime Cold Relief Pe|Acetaminophen
Extra Strength Nighttime Cold Relief-caplet|Acetaminophen
Extra Strength Nighttime Flu Pe|Acetaminophen
Extra Strength Non-aspirin|Acetaminophen
Extra Strength Non-aspirin Pain Reliever|Acetaminophen
Extra Strength Non-aspirin Pm|Acetaminophen
Extra Strength Pain Relief Acetaminophen|Acetaminophen
Extra Strength Pain Relief Pm|Acetaminophen
Extra Strength Pain Reliever Pm|Acetaminophen
Extra Strength Pm Pain Relief|Acetaminophen
Extra Strength Qpap|Acetaminophen
Extra Strength Sinus Medication-caplet|Acetaminophen
Extra Strength Sinus Relief|Acetaminophen
Extra Strength Sinus Relief Daytime|Acetaminophen
Extra Strength Sinus Relief Nighttime|Acetaminophen
Extra Strength Sinus Relief-caplet|Acetaminophen
Extra Strength Tablets Bromaphen|Acetaminophen
Extra Strength Total Symptom Relief Sugar-free|Acetaminophen
Extra Strength Tylenol|Acetaminophen
Extra Strength Tylenol Aches and Strains|Acetaminophen
Extra Strength Tylenol Allergy|Acetaminophen
Extra Strength Tylenol Allergy and Cough|Acetaminophen
Extra Strength Tylenol Allergy Sinus Caplets|Acetaminophen
Extra Strength Tylenol Allergy Sinus Nighttime Caplet|Acetaminophen
Extra Strength Tylenol Back Pain|Acetaminophen
Extra Strength Tylenol Body Pain Night|Acetaminophen
Extra Strength Tylenol Cold & Sinus Daytime|Acetaminophen
Extra Strength Tylenol Cold & Sinus Nighttime|Acetaminophen
Extra Strength Tylenol Cold and Flu Daytime|Acetaminophen
Extra Strength Tylenol Cold and Flu Powder|Acetaminophen
Extra Strength Tylenol Cold Daytime|Acetaminophen
Extra Strength Tylenol Cold Nighttime|Acetaminophen
Extra Strength Tylenol Cold Nighttime Caplet|Acetaminophen
Extra Strength Tylenol Complete Cold, Cough & Flu|Acetaminophen
Extra Strength Tylenol Complete Cold, Cough & Flu Daytime|Acetaminophen
Extra Strength Tylenol Complete Cold, Cough & Flu Nighttime|Acetaminophen
Extra Strength Tylenol Complete Cold, Cough & Flu Plus Mucus Relief|Acetaminophen
Extra Strength Tylenol Complete Cold, Cough & Flu Plus Mucus Relief Nighttime|Acetaminophen
Extra Strength Tylenol Congested Cough Caplets|Acetaminophen
Extra Strength Tylenol Cough Caplets|Acetaminophen
Extra Strength Tylenol Flu Daytime|Acetaminophen
Extra Strength Tylenol Flu Nighttime|Acetaminophen
Extra Strength Tylenol Flu Nighttime Gelcap|Acetaminophen
Extra Strength Tylenol Liquid Gels|Acetaminophen
Extra Strength Tylenol Nighttime|Acetaminophen
Extra Strength Tylenol Pain and Head Cold Night|Acetaminophen
Extra Strength Tylenol Pain and Head Cold Night Rapid Release|Acetaminophen
Extra Strength Tylenol Rapid Blast|Acetaminophen
Extra Strength Tylenol Rapid Release|Acetaminophen
Extra Strength Tylenol Sinus Daytime|Acetaminophen
Extra Strength Tylenol Sinus Nighttime|Acetaminophen
Extra Strength Tylenol Sinus Pain and Congestion Daytime|Acetaminophen
Extra Strength Tylenol Sinus Pain and Congestion Nighttime|Acetaminophen
Extra Strength Wal-nadol|Acetaminophen
Facol Cold and Flu Day|Acetaminophen
Facol Cold and Flu Day and Night|Acetaminophen
Facol Cold and Flu Night|Acetaminophen
Family Care Cold and Flu Multi Symptom|Acetaminophen
Family Wellness Acetaminophen|Acetaminophen
Fast Mucus Relief|Acetaminophen
Fast Mucus Relief Cold Flu and Sore Throat Maximum Strength Multi-Symptom|Acetaminophen
Fever Reducer and Pain Reliever|Acetaminophen
Fever Reducing childrens|Acetaminophen
Feverall|Acetaminophen
